ChEMBLID;Smiles;Standard_Value;pChEMBL_Value
CHEMBL3730777;CN(C)CCN(C)C(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;110;7.958607315
CHEMBL3727801;NCc1ccc(CNC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)cc1;75;8.124938737
CHEMBL3728716;CC(C)Oc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1.O=CO;72200;5.141462802
CHEMBL3730978;Cc1nn(C)c(Cl)c1C(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;9630;6.016373713
CHEMBL3728451;CC(C)(C)OC(=O)NCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;170;7.769551079
CHEMBL3731817;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)nc2)[C@@H]2C=C[C@H]1C21CC1;59;8.229147988
CHEMBL3727588;Cc1cnc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)s1;4630;6.334419009
CHEMBL3730596;O=C(CCc1ccc(F)cc1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;5290;6.276544328
CHEMBL3731359;O=C(CCc1cc2ccccc2[nH]1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;4630;6.334419009
CHEMBL3731113;O=C(NCC1CCNCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;8;9.086186148
CHEMBL4536334;CCCCC(C(=O)Nc1ccc(Cl)cc1)n1nc(C)cc(Cc2cccc(OC)c2OC)c1=O;525;7.280006174
CHEMBL3730760;NC[C@H]1CC[C@H](NC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;130;7.886056648
CHEMBL3730324;O=C(NC1CNC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;570;7.244125144
CHEMBL3729273;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2cnc(Br)c(F)c2)[C@@H]2CC[C@H]1C21CC1.O=CO;3490;6.457174573
CHEMBL3728812;CNCCNC(=O)[C@H]1[C@H](C(=O)NCc2nc(C(C)=O)cs2)[C@@H]2C=C[C@H]1C21CC1;10400;5.982966661
CHEMBL3728341;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccc(Cl)cc2Cl)[C@@H]2C=C[C@H]1C21CC1;97100;5.01278077
CHEMBL3728279;Cc1ccc(C)c(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)c1;111000;4.954677021
CHEMBL3731494;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2cc(F)cc(F)c2F)[C@@H]2C=C[C@H]1C21CC1;75000;5.124938737
CHEMBL3730234;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(F)c(Br)c2)[C@@H]2C=C[C@H]1C21CC1;74100;5.130181792
CHEMBL3732163;CC(=O)c1cnc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)s1;63300;5.19859629
CHEMBL3731107;NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;5;9.346787486
CHEMBL3732195;CCN(CC)CCCCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1210;6.91721463
CHEMBL3729010;O=C(NCCc1ccccn1)[C@H]1[C@H](C(=O)NCCc2ccc(Cl)cc2)[C@@H]2C=C[C@H]1C21CC1;250000;4.602059991
CHEMBL562910;COc1ccc(NC(=O)Cn2nc(C)cc(Cc3cccc(OC)c3)c2=O)cc1;144000;4.841637508
CHEMBL564392;COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Br)cc3)c2=O)c1;6000;6.22184875
CHEMBL539401;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C)cc3)c2=O)c1;9000;6.045757491
CHEMBL3733264;NS(=O)(=O)c1ccc(CCNC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)cc1;230;7.638272164
CHEMBL3728401;CC(CO)NCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;45;8.346787486
CHEMBL3730354;O=C(NCC1CCCO1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;32;8.494850022
CHEMBL3729228;CC(C)(CN)CNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;10;9.008773924
CHEMBL3729013;O=C(NC1CCNC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;9;9.026872146
CHEMBL3728297;COc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1;20;8.698970004
CHEMBL3728613;CCCN(CC1CC1)C(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2000;6.698970004
CHEMBL3733305;Cc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)o1;5560;6.254925208
CHEMBL3728370;CCCCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;3650;6.437707136
CHEMBL3731492;COC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;520;7.283996656
CHEMBL3729813;O=C(NCCN1CCOCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;970;7.013228266
CHEMBL3732418;CCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;730;7.13667714
CHEMBL3732602;CC(C)(CNC(=O)OC(C)(C)C)CNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;630;7.200659451
CHEMBL4162715;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL4588649;COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Cl)cc3)c2=O)c1;1000000;4
CHEMBL4166385;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(C)c(F)c3)CC2)cc1;17000;5.769551079
CHEMBL4177002;COc1ccc(NC(=O)N[C@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(C)c(F)c3)CC2)cc1;;#NUM!
CHEMBL569591;CCCCOc1ccc(Nc2cc(C)nn(-c3ccccc3)c2=O)cc1;;#NUM!
CHEMBL551590;COc1cccc(Cc2cc(C)nn(CCC(=O)Nc3ccc(Br)cc3)c2=O)c1;54000;5.26760624
CHEMBL3590211;CCc1ccc(NC(=O)CSc2nc3cc(OC)ccc3[nH]2)cc1;32000;5.494850022
CHEMBL1289260;COc1ccc(CCNC(=O)Nc2ccc(Cl)cc2)cc1;4000;6.397940009
CHEMBL2391452;COc1ccc(-c2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;500000;4.301029996
CHEMBL2391451;Cc1cc(NC(=O)c2ccc(Br)cc2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1;500000;4.301029996
CHEMBL2391270;COc1ccc(Cc2cc(-c3ccc(C)cc3)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;500000;4.301029996
CHEMBL2391266;COc1ccc(-c2cc(Cc3cccc(OC)c3)c(=O)n(CC(=O)Nc3ccc(F)cc3)n2)cc1;500000;4.301029996
CHEMBL2391437;Cc1cc(Cc2cccs2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1;114000;4.943095149
CHEMBL2408791;CC[C@@H](C)[C@@H](NC(=O)Nc1ccc(Br)cc1)C(=O)NCC(=O)O;193150;4.714105288
CHEMBL404003;COc1ccc2[nH]c(C(=O)N3CCC(n4c(C)nc5ccccc54)CC3)cc2c1;10200;5.991399828
CHEMBL5075254;O=C(Nc1ccc(Br)cc1)NC1CCN(Cc2ccccc2)C1=O;;#NUM!
CHEMBL3984964;Cc1cccc(-c2ocnc2C(=O)Nc2cnn(Cc3nc(C(C)(C)O)co3)n2)c1;113;7.946921557
CHEMBL571678;Cc1cc(NC(=O)Nc2ccc(I)cc2)c(=O)n(-c2ccccc2)n1;;#NUM!
CHEMBL550994;COc1cccc(Cn2nc(C)cc(NC(=O)Nc3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL556485;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc4c(c3)OCO4)c2=O)c1;;#NUM!
CHEMBL3590216;CCCCOc1ccc(C(=O)NN2Cc3ccccc3NC2c2ccc(C)cc2)cc1;14800;5.829738285
CHEMBL3588927;O=C(Nc1ccc(Cl)cc1)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1;500;7.301029996
CHEMBL3590070;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CCCCC2)cc1;;#NUM!
CHEMBL3590070;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CCCCC2)cc1;9700;6.013228266
CHEMBL562910;COc1ccc(NC(=O)Cn2nc(C)cc(Cc3cccc(OC)c3)c2=O)cc1;11000;5.958607315
CHEMBL561375;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccccc3)c2=O)c1;;#NUM!
CHEMBL379853;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2cncnc2)n1C;2500;6.602059991
CHEMBL550240;Cc1cc(NC(=O)Nc2ccc(Br)cc2)c(=O)n(-c2ccccc2)n1;;#NUM!
CHEMBL267179;CSCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O;204000;4.690369833
CHEMBL560780;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(I)cc3)c2=O)c1;18000;5.744727495
CHEMBL562380;COc1ccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;24000;5.619788758
CHEMBL2408792;CC(C)C[C@H](NC(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)O;23;8.638272164
CHEMBL208831;CC1C(N(C)C(=O)N(C)c2ccc(I)cc2)C(=O)N(c2ccccc2)N1C;100000;5
CHEMBL210303;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2cnc3ccccc3c2)n1C;800;7.096910013
CHEMBL249132;CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)C1;340;7.468521083
CHEMBL209521;Cc1c(NC(=O)Nc2cccc(Cl)c2)c(=O)n(-c2ccccc2)n1C;100000;5
CHEMBL210298;Cc1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C;4900;6.30980392
CHEMBL378707;Cc1c(NC(=O)Nc2ccc(F)cc2)c(=O)n(-c2ccccc2)n1C;48500;5.314258261
CHEMBL557301;CCCCOc1ccc(NC(=O)Cn2nc(C)cc(Cc3ccc(OC)cc3)c2=O)cc1;;#NUM!
CHEMBL552396;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1;82000;5.086186148
CHEMBL549570;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C(F)(F)F)cc3)c2=O)c1;88000;5.055517328
CHEMBL562456;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc([N+](=O)[O-])cc3)c2=O)c1;123000;4.910094889
CHEMBL3588929;O=C(Nc1ccc(Br)cc1)N[C@@H](Cc1ccccc1)C(=O)NN1CCCCNC1=O;40;8.397940009
CHEMBL1289379;COc1ccc(CCNC(=O)Nc2ccc(F)cc2)cc1;9000;6.045757491
CHEMBL1288648;COc1ccc(CCNC(=O)Nc2ccccc2)cc1;30000;5.522878745
CHEMBL3589946;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1;9200;6.036212173
CHEMBL3590072;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3cccnc3)CCCCC2)cc1;;#NUM!
CHEMBL554291;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)c1;12000;5.920818754
CHEMBL563296;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccccc3Br)c2=O)c1;;#NUM!
CHEMBL552396;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1;;#NUM!
CHEMBL4463562;COC(=O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1)C(C)C;;#NUM!
CHEMBL3588871;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1;600;7.22184875
CHEMBL3590076;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(F)cc3)CCCCC2)cc1;;#NUM!
CHEMBL558304;Cc1cc(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1;;#NUM!
CHEMBL561375;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccccc3)c2=O)c1;6000;6.22184875
CHEMBL556485;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc4c(c3)OCO4)c2=O)c1;45000;5.346787486
CHEMBL556485;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc4c(c3)OCO4)c2=O)c1;45000;5.346787486
CHEMBL549570;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C(F)(F)F)cc3)c2=O)c1;19000;5.721246399
CHEMBL562380;COc1ccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;131000;4.882728704
CHEMBL248928;CCc1nc2ccccc2n1C1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)C1;1300;6.886056648
CHEMBL3590209;COc1ccc2[nH]c(SCC(=O)Nc3ccccc3Br)nc2c1;40300;5.394694954
CHEMBL3588925;O=C(Nc1ccc(Br)cc1)N[C@@H](Cc1ccccc1)C(=O)N1CCCC1;1400;6.853871964
CHEMBL3732392;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(F)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;5140;6.289036881
CHEMBL3730159;O=C(NCCOCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;7;9.142667504
CHEMBL3728344;CC(=O)c1ncc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)o1;920;7.036212173
CHEMBL4779714;Cc1nn(C)cc1NC(=O)C1(NC(=O)Nc2ccc(Br)cc2)CCCC1;18500;5.732828272
CHEMBL4796468;COc1ccc(CC(NC(=O)Nc2ccc(Cl)cc2)C(N)=O)cc1;36;8.443697499
CHEMBL4740375;COc1ccc(C2CNC(=O)C2NC(=O)Nc2ccc(Cl)cc2)cc1;9;9.045757491
CHEMBL4790245;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ncc(Cl)s2)c(F)c1;19;8.721246399
CHEMBL551390;COc1cccc(Cc2cc(C)nn(CNC(=O)Nc3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL560376;COc1cccc(Cc2cc(C)nn(CCNC(=O)c3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL559097;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3cccc(Br)c3)c2=O)c1;;#NUM!
CHEMBL564657;COc1cccc(Cc2cc(C)nn(Cc3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL563344;COc1cccc(Cc2cc(C)nn(CCOc3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL556625;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Cl)cc3)c2=O)c1;40000;5.397940009
CHEMBL563842;CCCCOc1ccc(NC(=O)Cn2nc(C)cc(Cc3cccc(OC)c3)c2=O)cc1;;#NUM!
CHEMBL554291;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)c1;168000;4.774690718
CHEMBL556899;COc1cccc(Cc2cc(C)nn(CC(=O)N(C)c3ccc(Br)cc3)c2=O)c1;;#NUM!
CHEMBL554291;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)c1;12000;5.920818754
CHEMBL539401;COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C)cc3)c2=O)c1;109000;4.962573502
CHEMBL2391445;Cc1ccc(=O)n(CC(=O)Nc2ccc(I)cc2)n1;500000;4.301029996
CHEMBL2391444;CC1=NN(CC(=O)Nc2ccc(I)cc2)C(=O)CC1;500000;4.301029996
CHEMBL2391449;COc1ccc(Nc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;78000;5.107905397
CHEMBL210526;Cc1cc(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)ccc1F;100000;5
CHEMBL4159569;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;3300;6.48148606
CHEMBL4588649;COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Cl)cc3)c2=O)c1;95499;5.019999812
CHEMBL4173645;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;3000;6.522878745
CHEMBL4161946;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CC2)cc1;;#NUM!
CHEMBL4168567;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CC2)cc1;14000;5.853871964
CHEMBL4172968;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc([N+](=O)[O-])cc2)C(=O)NCC2(c3ccccc3)CC2)cc1;25000;5.602059991
CHEMBL4172968;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc([N+](=O)[O-])cc2)C(=O)NCC2(c3ccccc3)CC2)cc1;6300;6.200659451
CHEMBL4166447;O=C(Nc1ccc(F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC1(c2ccccc2)CC1;20000;5.698970004
CHEMBL4165740;O=C(Nc1ccccc1)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCC1(c2ccccc2)CC1;;#NUM!
CHEMBL3732978;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccc(F)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;63600;5.196542884
CHEMBL3731737;COc1ccc(CCNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1OC;250000;4.602059991
CHEMBL3732990;CC(=O)c1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1;97400;5.011441043
CHEMBL3729111;COc1cc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)ccn1;88700;5.05207638
CHEMBL3732087;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2cccc(C(F)(F)F)c2F)[C@@H]2C=C[C@H]1C21CC1;79100;5.101823517
CHEMBL3727601;NCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;5;9.301029996
CHEMBL3731680;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2cc(F)c(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;3010;6.521433504
CHEMBL3730960;O=C(NCC1CCNCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;57;8.244125144
CHEMBL3729170;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cn2)[C@@H]2C=C[C@H]1C21CC1;29;8.537602002
CHEMBL4170201;COc1ccc(NC(=O)N[C@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;7300;6.13667714
CHEMBL377130;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(C2=NCCS2)n1C;5400;6.26760624
CHEMBL211957;Cc1ccc(NC(=O)Nc2c(C(C)C)n(C)n(-c3ccccc3)c2=O)cc1F;810;7.091514981
CHEMBL209995;CCc1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C;1400;6.853871964
CHEMBL208979;Cc1c(NC(=O)Nc2nccs2)c(=O)n(-c2ccccc2)n1C;100000;5
CHEMBL212116;Cc1c(NC(=O)Nc2ccc(C#N)cc2)c(=O)n(-c2ccccc2)n1C;37000;5.431798276
CHEMBL378679;CCc1ccc(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1;7700;6.113509275
CHEMBL4166447;O=C(Nc1ccc(F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC1(c2ccccc2)CC1;;#NUM!
CHEMBL400723;CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2nc3cc(OC)ccc3[nH]2)C1;18700;5.728158393
CHEMBL3728573;COCC1CCCN1CCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;14;8.853871964
CHEMBL3731064;CC(C)CCN1CCC(NC(=O)[C@H]2[C@H](C(=O)NCCc3ccc(Cl)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;104000;4.982966661
CHEMBL3733127;O=C(NCCN1CCNC1=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1810;6.742321425
CHEMBL2408793;CC(C)C[C@H](NC(=O)Nc1ccc(Br)cc1)C(=O)NC(C)(C)C(=O)O;10;9
CHEMBL208884;Cc1c(NC(=O)Nc2ccc(I)cc2)c(=O)n(-c2ccccc2)n1C;300;7.522878745
CHEMBL2391284;Cc1cc(Cc2ccc(C(F)(F)F)cc2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1;500000;4.301029996
CHEMBL2391269;COc1cccc(Cc2cc(-c3ccc(Cl)cc3)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1;500000;4.301029996
CHEMBL2391260;COc1cccc(Cc2cc(-c3ccccc3)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1;500000;4.301029996
CHEMBL386527;Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C;100000;5
CHEMBL3732403;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2c(F)cc(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;94;8.026872146
CHEMBL3728857;CC(C)(CN)CNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;260;7.585026652
CHEMBL3730632;CN1CCN(CCCNC(=O)[C@H]2[C@H](C(=O)NCc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;2130;6.671620397
CHEMBL3729761;CC(=O)c1csc(CNC(=O)[C@H]2[C@H](C(=O)NCCC(N)=O)[C@H]3C=C[C@@H]2C32CC2)n1;2970;6.527243551
CHEMBL3731163;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)nc2)[C@@H]2C=C[C@H]1C21CC1;11;8.958607315
CHEMBL2391281;Cc1cc(Cc2cccc(Cl)c2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1;500000;4.301029996
